mtm;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998
90035003;;;;;;3875000;3758800;3645900;3536500;3430500;3327500;3227700;3130800;3036900;2945800;2857400;2771700;2688600;2607900;2529600;2453800;2380200;2308700;2239400;
90035004;;;;;;4650000;4501200;4356700;4216800;4081000;3949200;3821500;3697500;3577200;3460700;3347500;3237800;3131300;3028100;2928000;2830900;2736700;2645200;2556600;
90035046;;;;;;;8525000;8269300;8021300;7780500;7547100;7320700;7101000;6888000;6681300;6481000;;;;;;;;;
90035076;15915865;14801700;13765700;12802100;11905900;;;;;;;;;;;;;;;;;;;;
90035045;;;;;;;9842500;9547200;9260800;8982900;8713500;8452000;8198400;7952400;7713900;7482500;;;;;;;;;
90035080;18721055;17410500;16191800;15058400;14004300;;;;;;;;;;;;;;;;;;;;
90035025;;;;;;;10617500;10299000;9989900;9690300;9399500;9117600;8844000;8578600;8321300;8071600;;;;;;;;;
90035044;;;;;;;12400000;12028000;11667200;11317000;10977600;10648200;10328700;10018900;9718300;9426800;;;;;;;;;
90035079;19800165;18414200;17125200;15926400;14811500;;;;;;;;;;;;;;;;;;;;
90035049;;;;;;;12400000;12028000;11667200;11317000;10977600;10648200;10328700;10018900;9718300;9426800;;;;;;;;;
90035092;22641625;21056800;19582700;18211900;16937200;;;;;;;;;;;;;;;;;;;;
90035075;24368170;22662400;21076000;19600700;18228600;;;;;;;;;;;;;;;;;;;;
90035081;24438850;22728100;21137200;19657600;18281500;;;;;;;;;;;;;;;;;;;;
90035017;;;;;;;;;;;;;5115000;4961600;4812600;4668300;4528200;4392400;4260600;3953100;3834500;3719500;;;
90035018;;;;;;8292500;8043700;7802400;7568300;7341300;7121000;6907400;6700200;6499200;6304200;6115100;;;;;;;;;
90035043;;;;;;8990000;8720300;8458700;8204900;7958600;7719900;7488400;7263800;6739600;6537300;6341200;;;;;;;;;
0057714;20607405;19164800;17823300;16575700;15415400;13294200;12762400;12252000;11761900;11291300;10839600;10406100;9989900;;;;;;;;;;;;
90035060;21800750;20274800;18855400;17535600;16308200;14064100;13501400;12961400;12442900;11945200;11467400;11008600;10568200;;;;;;;;;;;;
0057715;21800750;20274800;18855400;17535600;16308200;14064100;13501400;12961400;12442900;11945200;11467400;11008600;10568200;;;;;;;;;;;;
90035061;23442665;21801700;20275600;18856200;17536400;15123200;14518400;13937600;13380100;12844900;12331000;11837800;11401000;;;;;;;;;;;;
90035066;23442665;21801700;20275600;18856200;17536400;15123200;14518400;13937600;13380100;12844900;12331000;11837800;11401000;;;;;;;;;;;;
0057716;23442665;21801700;20275600;18856200;17536400;15123200;14518400;13937600;13380100;12844900;12331000;11837800;11401000;;;;;;;;;;;;
90035058;27598990;25667100;23870300;22199400;20645500;17804500;17092300;16408600;15752300;15122100;14517300;13936500;13379100;;;;;;;;;;;;
0057717;27598990;25667100;23870300;22199400;20645500;17804500;17092300;16408600;15752300;15122100;14517300;13936500;13379100;;;;;;;;;;;;
90035062;;;;;;31639700;31006800;30402200;29778900;;;;;;;;;;;;;;;;
90035086;41333385;38440000;35749200;33246700;30919600;;;;;;;;;;;;;;;;;;;;
90035087;43195090;40171500;37359500;34744300;32312200;;;;;;;;;;;;;;;;;;;;
90035089;46267190;43028500;40016500;37215300;34610300;;;;;;;;;;;;;;;;;;;;
90035067;;;;;;36541600;35810600;35094500;34392500;;;;;;;;;;;;;;;;
90035095;49339290;45885600;42673500;39686400;36908300;;;;;;;;;;;;;;;;;;;;
90035088;49339290;45885600;42673500;39686400;36908300;;;;;;;;;;;;;;;;;;;;
90035090;53435320;49694900;46216200;42981000;39972300;;;;;;;;;;;;;;;;;;;;
90035077;37218600;34613400;32190400;29937000;27841400;;;;;;;;;;;;;;;;;;;;
90035082;36306115;33764700;31401100;29203100;27158800;;;;;;;;;;;;;;;;;;;;
0081102;;;;;;;;;;22165000;21157500;20150000;19065000;17980000;;;;;;;;;;;
0081101;;;;40300000;38285000;36370800;34552300;32824700;31183400;29624200;28143000;26735800;25399100;24129200;22922600;21776600;;;;;;;;;
0081103;;;;;;42625000;40610000;38595000;36580000;34565000;32782500;31000000;30070000;29140000;;;;;;;;;;;
0081105;;;;;;42625000;40610000;38595000;36580000;34565000;32782500;31000000;30070000;29140000;;;;;;;;;;;
0081106;;;;58326500;55823300;53320000;;;;;;;;;;;;;;;;;;;
0081108;54306110;51047700;47984900;;;;;;;;;;;;;;;;;;;;;;
0081107;61520120;57829000;54359100;;;;;;;;;;;;;;;;;;;;;;
0081104;;;;;;;;;;;;;;;;;;;;4340000;3875000;3565000;3100000;2867500;
S6519002;818000;650000;;;;;;;;;;;;;;;;;;;;;;;
S6519004;834900;690000;;;;;;;;;;;;;;;;;;;;;;;
S6519007;1889000;1200000;;;;;;;;;;;;;;;;;;;;;;;
S6519005;1304000;950000;;;;;;;;;;;;;;;;;;;;;;;
S6519006;2249900;1700000;;;;;;;;;;;;;;;;;;;;;;;
13617422;;;;;;;7114500;6975000;6835500;6698800;6564900;6433600;6304800;6178800;6055200;;;;;;;;;;
13617319;;;;;;;8221200;8060000;7898800;7740900;7586000;7434300;7285600;7139900;6997200;6857200;6720000;6585600;6453900;6324800;6198300;6074300;5952800;5833700;
13617408;;;;;;;8537400;8370000;8202600;8038600;7877700;7720200;7565900;7414400;7266200;7120900;6978400;6838900;6702000;6568100;6436700;6308000;6181900;6058200;
13617492;;;;;9300000;9114000;8931700;;;;;;;;;;;;;;;;;;
13617378;;;;;;;8221200;8060000;7898800;7740900;7586000;7434300;7285600;7139900;6997200;6857200;6720000;6585600;6453900;6324800;6198300;6074300;5952800;5833700;
13614182;;;;;;;8221200;8060000;7898800;7740900;7586000;7434300;7285600;7139900;6997200;6857200;6720000;6585600;6453900;6324800;6198300;6074300;5952800;5833700;
13617182;;;;;;;8221200;8060000;7898800;7740900;7586000;7434300;7285600;7139900;6997200;6857200;6720000;6585600;6453900;6324800;6198300;6074300;5952800;5833700;
13617370;;;;;;;10276500;10075000;9873500;9676000;9482400;9292900;9107000;8924900;8746300;8571500;8400100;8232100;;;;;;;
13617407;;;;;;;10908900;10695000;10481100;10271500;10066000;9864700;9667500;9474100;9284700;;;;;;;;;;
13617326;;;11160000;10936800;10718100;10503700;10293700;;;;;;;;;;;;;;;;;;
13616392;11639260;;;;;;;;;;;;;;;;;;;;;;;;
13616568;11639260;;;;;;;;;;;;;;;;;;;;;;;;
13617252;;;;;;;;;;;;;;;;;;;;;;5425000;5316500;5210200;2923800
13617300;;;;;;;;;;;;;;;;;;;;;;5425000;5316500;5210200;2923800
13617379;;;;;;;10276500;10075000;9873500;9676000;9482400;9292900;9107000;8924900;8746300;8571500;8400100;8232100;;;;;;;
13614360;;;;;;;;;;;;;;;;8990000;8810200;8634000;8461300;8292000;8126200;7963700;7804400;7648300;3546100
13617558;;;;11315000;11088700;10866900;10649600;;;;;;;;;;;;;;;;;;
13617602;;;;;;11315000;11088700;;;;;;;;;;;;;;;;;;
13617563;;;;11082500;10860900;10643700;10430700;;;;;;;;;;;;;;;;;;
13616334;;;;;;;;;;;;;;;;8060000;7898800;7740900;7586000;7434300;7285600;7139900;;;
13617597;;;;;11160000;10936800;10718100;;;;;;;;;;;;;;;;;;
13616391;15302685;;;;;;;;;;;;;;;;;;;;;;;;
13616594;15302685;;;;;;;;;;;;;;;;;;;;;;;;
13617519;;;;;;;10750800;10540000;10329200;10122600;9920200;9721800;9527400;9336700;9150100;8967100;8787700;;;;;;;;
13617383;;;;;;;10750800;10540000;10329200;10122600;9920200;9721800;9527400;9336700;9150100;8967100;8787700;;;;;;;;
13691383;;;;;;;10592700;10385000;10177300;9973800;9774300;9578800;9387300;9199400;9015400;8835200;8658500;;;;;;;;
13692383;;;;;;;10592700;10385000;10177300;9973800;9774300;9578800;9387300;9199400;9015400;8835200;8658500;;;;;;;;
13628383;;;;;;;10592700;10385000;10177300;9973800;9774300;9578800;9387300;9199400;9015400;8835200;8658500;;;;;;;;
13617507;13288770;13022900;12762500;12507300;12257100;12012000;11771800;;;;;;;;;;;;;;;;;;
13617595;12984660;12725000;12470500;12221100;11976700;11737100;11502400;;;;;;;;;;;;;;;;;;
13691566;13288770;13022900;12762500;12507300;12257100;12012000;11771800;;;;;;;;;;;;;;;;;;
13692566;13470895;13201500;12937400;12678700;12425100;12176600;11933100;;;;;;;;;;;;;;;;;;
13617250;;;;;;;;;;;;;;;;7905000;7746900;7591900;7440200;7291400;7145500;7002600;;;
13617303;;;;;;;;;;;;;;;;7905000;7746900;7591900;7440200;7291400;7145500;7002600;;;
13628303;;;;;;;;;;;;;;;;7905000;7746900;7591900;7440200;7291400;7145500;7002600;;;
13614249;;;;;;;10118400;9920000;9721600;9527200;9336600;9150000;8966900;8787600;8611800;8439600;8270800;8105400;7943300;7784400;7628600;7476100;7326500;7179900;2912100
13617249;;;;;;;10118400;9920000;9721600;9527200;9336600;9150000;8966900;8787600;8611800;8439600;8270800;8105400;7943300;7784400;7628600;7476100;7326500;7179900;2912100
13628249;;;;;;;10118400;9920000;9721600;9527200;9336600;9150000;8966900;8787600;8611800;8439600;8270800;8105400;7943300;7784400;7628600;7476100;7326500;7179900;2912100
13617248;;;;;;;;;;;;;;;;8990000;8810200;8634000;8461300;8292000;8126200;7963700;7804400;7648300;3546100
13628248;;;;;;;;;;;;;;;;8990000;8810200;8634000;8461300;8292000;8126200;7963700;7804400;7648300;3546100
13617331;;;;;;;;;;;;;;;;8990000;8810200;8634000;8461300;8292000;8126200;7963700;7804400;7648300;3546100
13616553;15433815;;;;;;;;;;;;;;;;;;;;;;;;
13616353;;;;;;;;;;;;;;;;10075000;9873500;9676000;9482400;9292900;9107000;8924900;8746300;8571300;3761100
13616554;16602205;;;;;;;;;;;;;;;;;;;;;;;;
13628339;;;;;;;;;;;;;;;;10075000;9873500;9676000;9482400;9292900;9107000;8924900;8746300;8571300;3761100
13617384;;;;;;;13438500;13175000;12911500;12653300;12400200;12152200;11909100;11671000;11437600;11208800;10984700;;;;;;;;
13691384;;;;;;;13438500;13175000;12911500;12653300;12400200;12152200;11909100;11671000;11437600;11208800;10984700;;;;;;;;
13692384;;;;;;;13438500;13175000;12911500;12653300;12400200;12152200;11909100;11671000;11437600;11208800;10984700;;;;;;;;
13628384;;;;;;;13438500;13175000;12911500;12653300;12400200;12152200;11909100;11671000;11437600;11208800;10984700;;;;;;;;
13691564;16007160;15687100;15373200;15065800;14764500;14469300;14179900;;;;;;;;;;;;;;;;;;
13692564;;;;;14415000;14126700;13844100;;;;;;;;;;;;;;;;;;
13692570;16007160;15687100;15373200;15065800;14764500;14469300;14179900;;;;;;;;;;;;;;;;;;
13692576;16913445;16575200;16243700;15918800;15600400;15288400;14982600;;;;;;;;;;;;;;;;;;
13692506;;;;;;;13438500;13175000;12911500;12653300;12400200;12152200;11909100;11671000;11437600;11208800;10984700;;;;;;;;
13692574;;17515000;17164700;16821400;16485000;16155300;15832200;;;;;;;;;;;;;;;;;;
13692421;;;;;;;15810000;15500000;15190000;14886200;14588400;14296700;14010800;13730500;;;;;;;;;;;
13628421;;;;;;;15810000;15500000;15190000;14886200;14588400;14296700;14010800;13730500;;;;;;;;;;;
13692588;;;;18600000;18228000;17863400;17506200;;;;;;;;;;;;;;;;;;
13617381;;;;;;;16600500;16275000;15949500;15630500;15317900;15011600;14711400;14417000;14128700;13846200;;;;;;;;;
13617425;;;;;;;16600500;16275000;15949500;15630500;15317900;15011600;14711400;14417000;14128700;13846200;;;;;;;;;
13617567;19163580;18780300;18404700;18036600;17675900;17322300;16975900;;;;;;;;;;;;;;;;;;
13692589;;;;;17825000;17468500;17119100;;;;;;;;;;;;;;;;;;
13617247;;;;;;;;;;;;;;;;9145000;8962100;8782900;8607200;8435100;8266300;8101100;7938900;7780200;3653500
13617304;;;;;;;;;;;;;;;;;;;;12865000;12607700;12355500;;;
13617336;;;;;;;;;;;;;;;;14260000;13974800;13695300;13421500;13153000;12890000;12632000;;;
13617565;20184875;19781300;19385500;18997900;18617800;18245500;17880600;;;;;;;;;;;;;;;;;;
13617397;;;;;;;16758600;16430000;16101400;15779300;15463700;15154500;14851500;14554300;14263300;13978100;13698400;;;;;;;;
13617569;22017595;21577200;21145700;20722700;20308300;19902200;19504100;;;;;;;;;;;;;;;;;;
13617385;;;;;;;;;;;4960000;4860800;4763600;4668300;4575000;4483400;;;;;;;;;
13617181;;;;;;;;;;;;;;;;7905000;7746900;7591900;7440200;7291400;7145500;7002600;;;
13617419;;;;;;;6510000;6379800;6252200;6127200;6004500;5884600;5766800;5651500;5538500;;;;;;;;;;
13617305;;;;;;;6665000;6531700;6401000;6273000;6147600;6024700;5904100;5786000;5670400;5556900;5445800;5336800;5230200;5125500;5023100;4922500;4823900;4727500;
13617562;;;;;6975000;6835500;6698800;;;;;;;;;;;;;;;;;;
13616551;7829670;;;;;;;;;;;;;;;;;;;;;;;;
13617251;;;;;;;;;;;;;;;;;;;;;;;4650000;4557000;1846500
13617388;;;;;;;6665000;6531700;6401000;6273000;6147600;6024700;5904100;5786000;5670400;5556900;5445800;5336800;5230200;5125500;5023100;4922500;4823900;4727500;
13682572;;;;;;;;;;3365300;3299300;3233300;3167300;;;;;;;;;;;;
034533B;;;;;;;;;;3338900;3272900;3206900;3140900;;;;;;;;;;;;
03453RS;;;;;;;;;;3365300;3299300;3233300;3167300;;;;;;;;;;;;
03453PT;;;;;;;;;;3338900;3272900;3206900;3140900;;;;;;;;;;;;
03453PU;;;;;;;;;;3365300;3299300;3233300;3167300;;;;;;;;;;;;
03453NZ;;;;;;;;;;3338900;3272900;3206900;3140900;;;;;;;;;;;;
03453PA;;;;;;;;;;3365300;3299300;3233300;3167300;;;;;;;;;;;;
03453RT;;;;;;;;;;3431300;3365300;3299300;3233300;;;;;;;;;;;;
03453PV;;;;;;;;;;3404900;3338900;3272900;3206900;;;;;;;;;;;;
03453PW;;;;;;;;;;3431300;3365300;3299300;3233300;;;;;;;;;;;;
03453PB;;;;;;;;;;3404900;3338900;3272900;3206900;;;;;;;;;;;;
03453PC;;;;;;;;;;3431300;3365300;3299300;3233300;;;;;;;;;;;;
03453UJ;;;;;;4442800;4223100;4025100;3827200;3629200;3431300;;;;;;;;;;;;;;
03453WY;;;;;;4442800;4223100;4025100;3827200;3629200;3431300;;;;;;;;;;;;;;
03453WH;;;;;;4973300;4619000;4421100;4223100;4025100;;;;;;;;;;;;;;;
03453TY;;;;;;4973300;4619000;4421100;4223100;4025100;;;;;;;;;;;;;;;
03453UG;;;;;;4442800;4223100;4025100;3827200;3629200;3431300;;;;;;;;;;;;;;
03453UA;;;;;;4442800;4223100;4025100;3827200;3629200;3431300;;;;;;;;;;;;;;
03453YE;;;;;;4442800;4223100;4025100;3827200;3629200;3431300;;;;;;;;;;;;;;
03453WF;;;;;;4442800;4223100;4025100;3827200;3629200;3431300;;;;;;;;;;;;;;
03453WG;;;;;;5172300;4883000;4619000;4355100;4025100;3761200;;;;;;;;;;;;;;
03453UK;;;;;;5570100;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;;
03453TZ;;;;;;5172300;4883000;4619000;4355100;4025100;3761200;;;;;;;;;;;;;;
03453WJ;;;;;;5570100;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;;
03453TX;;;;;;5570100;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;;
03453UH;;;;;;5172300;4883000;4619000;4355100;4025100;3761200;;;;;;;;;;;;;;
034531U;;;;;;4442800;4223100;4025100;3827200;3629200;3431300;;;;;;;;;;;;;;
034531V;;;;;;5172300;4883000;4619000;4355100;4025100;3761200;;;;;;;;;;;;;;
034533A;;;;;;5570100;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;;
03453WT;;;;;;;6202700;5938700;5674800;;;;;;;;;;;;;;;;
03453SR;;;;;;;;;4751000;4553000;4355100;;;;;;;;;;;;;;
03453YT;;;;;;5968000;5674800;5410800;;;;;;;;;;;;;;;;;
03453SY;;;;;;;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453VS;;;;;;;;;4751000;4553000;4355100;;;;;;;;;;;;;;
03453YW;;;;;;6763700;6334600;6070700;;;;;;;;;;;;;;;;;
03453VL;;;;;;;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453SX;;;;;;5304900;4883000;4685000;4487000;4289100;4091100;;;;;;;;;;;;;;
03453SV;;;;;;;;;4751000;4553000;4355100;;;;;;;;;;;;;;
034531P;;;;;;;6202700;5938700;5674800;;;;;;;;;;;;;;;;
03453TW;;;;;;;;;;4157100;3959200;;;;;;;;;;;;;;
03453YL;;;;;;;5014900;4817000;4619000;;;;;;;;;;;;;;;;
034531D;;;;;;;5014900;4817000;4619000;;;;;;;;;;;;;;;;
03453SP;;;;;;5304900;4883000;4685000;4487000;4289100;4091100;;;;;;;;;;;;;;
03453TN;;;;;;;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453UM;;;;;;;;;4751000;4553000;4355100;;;;;;;;;;;;;;
03453VK;;;;;;;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453YR;;;;;;;5410800;5146900;4883000;;;;;;;;;;;;;;;;
03453YP;;;;;;;5542800;5278900;5014900;;;;;;;;;;;;;;;;
03453US;;;;;;;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453WK;;;;;;5304900;4883000;4685000;4487000;4289100;4091100;;;;;;;;;;;;;;
03453WU;;;;;;;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
034531M;;;;;;6100600;5674800;5410800;5146900;;;;;;;;;;;;;;;;
034531F;;;;;;5304900;4883000;4685000;4487000;4289100;4091100;;;;;;;;;;;;;;
03453WP;;;;;;;5410800;5146900;4883000;;;;;;;;;;;;;;;;
03453WX;;;;;;;5542800;5278900;5014900;;;;;;;;;;;;;;;;
03453TU;;;;;;5304900;4883000;4685000;4487000;4289100;4091100;;;;;;;;;;;;;;
03453TP;;;;;;;;;4751000;4553000;4355100;;;;;;;;;;;;;;
03453TT;;;;;;;;;;4157100;3959200;;;;;;;;;;;;;;
03453WN;;;;;;;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453UL;;;;;;5304900;4883000;4685000;4487000;4289100;4091100;;;;;;;;;;;;;;
03453UR;;;;;;;;;4751000;4553000;4355100;;;;;;;;;;;;;;
03453VT;;;;;;;;;4751000;4553000;4355100;;;;;;;;;;;;;;
03453SN;;;;;;;;;;4157100;3959200;;;;;;;;;;;;;;
03453WR;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
03453UN;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453UT;;;;;;;;5938700;5608800;5278900;4948900;;;;;;;;;;;;;;
03453YV;;;;;;7957300;7588400;7258500;;;;;;;;;;;;;;;;;
03453UE;;;;;;;;5938700;5608800;5278900;4948900;;;;;;;;;;;;;;
03453TB;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
03453SS;;;;;;;;;;4355100;4091100;;;;;;;;;;;;;;
03453VP;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
03453SU;;;;;;7029000;6598600;6334600;6070700;5806800;5542800;;;;;;;;;;;;;;
03453YZ;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
03453VY;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453YU;;;;;;7161600;6730600;6466600;;;;;;;;;;;;;;;;;
03453YS;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
03453TA;;;;;;7029000;6598600;6334600;6070700;5806800;5542800;;;;;;;;;;;;;;
03453VW;;;;;;7029000;6598600;6334600;6070700;5806800;5542800;;;;;;;;;;;;;;
03453YX;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
03453VN;;;;;;7029000;6598600;6334600;6070700;5806800;5542800;;;;;;;;;;;;;;
03453UC;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
03453YY;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
03453VX;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
03453SZ;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453TK;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
03453SW;;;;;;;;5938700;5608800;5278900;4948900;;;;;;;;;;;;;;
034531J;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453UV;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
03453TV;;;;;;;;;;4355100;4091100;;;;;;;;;;;;;;
03453WM;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
03453YM;;;;;;6100600;5674800;5410800;5146900;;;;;;;;;;;;;;;;
03453WW;;;;;;;6202700;5938700;5674800;;;;;;;;;;;;;;;;
034531Y;;;;;;7029000;6598600;6334600;6070700;5806800;5542800;;;;;;;;;;;;;;
03453ST;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453TL;;;;;;7029000;6598600;6334600;6070700;5806800;5542800;;;;;;;;;;;;;;
03453UP;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453VV;;;;;;;;5938700;5608800;5278900;4948900;;;;;;;;;;;;;;
03453VM;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
03453ZA;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
034531K;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
034531G;;;;;;6100600;5674800;5410800;5146900;;;;;;;;;;;;;;;;
03453WL;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453WV;;;;;;6100600;5674800;5410800;5146900;;;;;;;;;;;;;;;;
034531H;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453WS;;;;;;7029000;6598600;6334600;6070700;5806800;5542800;;;;;;;;;;;;;;
03453TS;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453TM;;;;;;;;5938700;5608800;5278900;4948900;;;;;;;;;;;;;;
03453TR;;;;;;5901700;5542800;5278900;5014900;4751000;4487000;;;;;;;;;;;;;;
03453YN;;;;;;6100600;5674800;5410800;5146900;;;;;;;;;;;;;;;;
03453VJ;;;;;;6299500;6004700;5740800;5476800;5212900;;;;;;;;;;;;;;;
034531X;9382100;8463100;7928500;7474600;7031200;6631100;6268700;;;;;;;;;;;;;;;;;;
034533K;;;;;;7957300;7588400;7258500;;;;;;;;;;;;;;;;;
034533N;9652900;8742800;8204300;7678400;7165200;6697400;6268700;;;;;;;;;;;;;;;;;;
034533J;;;;;;;7522400;;;;;;;;;;;;;;;;;;
034533M;11104700;9931800;9376300;8833600;8303600;7824700;7390400;;;;;;;;;;;;;;;;;;
034533P;9652900;8742800;8204300;7678400;7165200;6697400;6268700;;;;;;;;;;;;;;;;;;
03453UU;;;;;;;7390400;7126500;6862500;6598600;6334600;;;;;;;;;;;;;;
034533L;9652900;8742800;8204300;7678400;7165200;6697400;6268700;;;;;;;;;;;;;;;;;;
03453SB;;;;;;;;;;4355100;4289100;4223100;4157100;;;;;;;;;;;;
03453RU;;;;;;;;;;3959200;3893200;3827200;3761200;;;;;;;;;;;;
03453MY;;;;;;;;;;4223100;4157100;4091100;4025100;;;;;;;;;;;;
03453MZ;;;;;;;;;;4355100;4289100;4223100;4157100;;;;;;;;;;;;
03453NA;;;;;;;;;;4091100;4025100;3959200;3893200;;;;;;;;;;;;
03453PS;;;;;;;;;;4091100;4025100;3959200;3893200;;;;;;;;;;;;
03453RW;;;;;;;;;;4091100;4025100;3959200;3893200;;;;;;;;;;;;
03453SA;;;;;;;;;;4223100;4157100;4091100;4025100;;;;;;;;;;;;
03453RF;;;;;;;;;;4223100;4157100;4091100;4025100;;;;;;;;;;;;
03453RM;;;;;;;;;;4223100;4157100;4091100;4025100;;;;;;;;;;;;
03453RH;;;;;;;;;;4355100;4289100;4223100;4157100;;;;;;;;;;;;
03453RB;;;;;;;;;;4091100;4025100;3959200;3893200;;;;;;;;;;;;
03453RC;;;;;;;;;;4091100;4025100;3959200;3893200;;;;;;;;;;;;
03453RX;;;;;;;;;;4091100;4025100;3959200;3893200;;;;;;;;;;;;
03453RG;;;;;;;;;;4355100;4289100;4223100;4157100;;;;;;;;;;;;
03453RN;;;;;;;;;;4355100;4289100;4223100;4157100;;;;;;;;;;;;
03453PR;;;;;;;;;;4355100;4289100;4223100;4157100;;;;;;;;;;;;
03453PY;;;;;;;;;;3959200;3893200;3827200;3761200;;;;;;;;;;;;
03453NN;;;;;;;;;;3959200;3893200;3827200;3761200;;;;;;;;;;;;
03453RV;;;;;;;;;;4355100;4223100;4091100;3959200;;;;;;;;;;;;
03453SC;;;;;;;;;;4751000;4619000;4487000;4355100;4223100;;;;;;;;;;;
03453MT;;;;;;;;;;4619000;4487000;4355100;4223100;;;;;;;;;;;;
03453RJ;;;;;;;;;;4619000;4487000;4355100;4223100;;;;;;;;;;;;
03453PN;;;;;;;;;;4619000;4487000;4355100;4223100;;;;;;;;;;;;
03453MU;;;;;;;;;;4751000;4619000;4487000;4355100;4223100;;;;;;;;;;;
03453RP;;;;;;;;;;4619000;4487000;4355100;4223100;;;;;;;;;;;;
03453NW;;;;;;;;;;4487000;4355100;4223100;4091100;;;;;;;;;;;;
03453PP;;;;;;;;;;4487000;4355100;4223100;4091100;;;;;;;;;;;;
03453RY;;;;;;;;;;4487000;4355100;4223100;4091100;;;;;;;;;;;;
03453SD;;;;;;;;;;4619000;4487000;4355100;4223100;;;;;;;;;;;;
03453RD;;;;;;;;;;4487000;4355100;4223100;4091100;;;;;;;;;;;;
03453RE;;;;;;;;;;4487000;4355100;4223100;4091100;;;;;;;;;;;;
